dialog_id,uttr_id,actor,session,gender,audio_path,transcript,emotion,start_time,end_time
Ses01F_impro02,Ses01F_impro02_M003,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M003.wav,I just don't see how they can make you leave when you have a new baby - we have a new kid.,fru,52.71,59.0534
Ses01F_impro02,Ses01F_impro02_F005,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F005.wav,I know.,sad,58.75,61.31
Ses01F_impro02,Ses01F_impro02_F006,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F006.wav,"There's babies over there, though, that need mothers.",neu,64.255,68.47
Ses01F_impro02,Ses01F_impro02_M005,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M005.wav,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sad,69.34,74.29
Ses01F_impro02,Ses01F_impro02_F008,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F008.wav,"Just, you know, kicking myself.",sad,87.2031,91.09
Ses01F_impro02,Ses01F_impro02_F010,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F010.wav,things just aren't what they seem.,sad,97.94,102.19
Ses01F_impro02,Ses01F_impro02_M008,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M008.wav,I know.,fru,110.5653,113.2
Ses01F_impro02,Ses01F_impro02_M009,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M009.wav,I just don't see why it has to be you.,sad,114.1775,117.85
Ses01F_impro02,Ses01F_impro02_F012,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F012.wav,"If not me then, who?",sad,117.83,120.8605
Ses01F_impro02,Ses01F_impro02_M010,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M010.wav,What am I going to do? Huh?,sad,120.4105,124.63
Ses01F_impro02,Ses01F_impro02_F013,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F013.wav,"You'll videotape everything, yeah?",sad,127.82,133.9455
Ses01F_impro02,Ses01F_impro02_M011,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M011.wav,Yeah.,sad,133.88,137.1
Ses01F_impro02,Ses01F_impro02_F014,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F014.wav,"Maybe you can send it to me, like stream it, yeah?",sad,139.03,146.43
Ses01F_impro02,Ses01F_impro02_M012,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M012.wav,Don't you guys have access to computers over there.,neu,147.03,151.7101
Ses01F_impro02,Ses01F_impro02_F015,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F015.wav,Last month--  Yeah.,sad,151.4221,155.01
Ses01F_impro02,Ses01F_impro02_M013,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M013.wav,I just don't know how I'm going to do it without you.,sad,157.98,162.71
Ses01F_impro02,Ses01F_impro02_F016,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F016.wav,I have to find sitters.,neu,163.54,165.73
Ses01F_impro02,Ses01F_impro02_M014,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M014.wav,I can't raise a baby by myself.  How?,sad,164.885,169.5
Ses01F_impro02,Ses01F_impro02_F017,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F017.wav,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sad,169.36,176.015
Ses01F_impro02,Ses01F_impro02_M015,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M015.wav,I know.,neu,175.47,176.72
Ses01F_impro02,Ses01F_impro02_F018,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F018.wav,And your mother is close by.,neu,176.08,179.13
Ses01F_impro02,Ses01F_impro02_F019,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F019.wav,I'll send you lots of letters.,sad,182.83,185.8894
Ses01F_impro02,Ses01F_impro02_F020,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F020.wav,And I want lots and lots and lots of pictures.,sad,186.58,191.11
Ses01F_impro02,Ses01F_impro02_M016,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_M016.wav,It's just not fair.,fru,195.1047,199.52
Ses01F_impro03,Ses01F_impro03_M000,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M000.wav,So what's up?  What's new?,neu,3.24,5.46
Ses01F_impro03,Ses01F_impro03_F000,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F000.wav,Well Vegas was awesome.,hap,4.88,7.74
Ses01F_impro03,Ses01F_impro03_M001,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M001.wav,Yeah.  I heard.,neu,6.6,8.66
Ses01F_impro03,Ses01F_impro03_F001,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F001.wav,"And, um, I got married.",hap,7.93,11.37
Ses01F_impro03,Ses01F_impro03_F002,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F002.wav,Yeah.  In the old town part.,hap,12.8,15.37
Ses01F_impro03,Ses01F_impro03_M003,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M003.wav,Who did you marry?,exc,14.93,18.9075
Ses01F_impro03,Ses01F_impro03_F004,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F004.wav,Um- Yes.  It was very romantic.,hap,21.75,25.52
Ses01F_impro03,Ses01F_impro03_F005,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F005.wav,It was at the slot machines.,hap,25.5584,28.14
Ses01F_impro03,Ses01F_impro03_F006,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F006.wav,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",hap,28.37,34.71
Ses01F_impro03,Ses01F_impro03_M006,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M006.wav,He turned to you and was like...,neu,34.25,36.34
Ses01F_impro03,Ses01F_impro03_M007,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M007.wav,[LAUGHTER] That's really romantic.,hap,37.7175,40.47
Ses01F_impro03,Ses01F_impro03_F008,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F008.wav,"Yeah.  Well.  You know, because he's leaving the next day.",hap,40.12,42.79
Ses01F_impro03,Ses01F_impro03_M008,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M008.wav,Yeah.,neu,42.09,43.41
Ses01F_impro03,Ses01F_impro03_F009,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F009.wav,But we're going to have a honeymoon cruise.,hap,42.84,44.54
Ses01F_impro03,Ses01F_impro03_M009,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M009.wav,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neu,44.16,49.07
Ses01F_impro03,Ses01F_impro03_F010,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F010.wav,Oh.  I hadn't even thought about that.,hap,47.87,51.075
Ses01F_impro03,Ses01F_impro03_M011,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M011.wav,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neu,52.92,56.85
Ses01F_impro03,Ses01F_impro03_F012,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F012.wav,Oh.  Totally.,hap,55.865,58.15
Ses01F_impro03,Ses01F_impro03_F013,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F013.wav,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],hap,60.73,65.86
Ses01F_impro03,Ses01F_impro03_M013,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M013.wav,Like you need another one of those.[LAUGHTER],hap,65.6425,68.44
Ses01F_impro03,Ses01F_impro03_M014,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M014.wav,Is that your phone?,hap,73.41,76.9975
Ses01F_impro03,Ses01F_impro03_F015,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F015.wav,"Yeah, so [LAUGHTER] He's calling me now",exc,74.2675,78.8425
Ses01F_impro03,Ses01F_impro03_M015,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M015.wav,He loves you.,hap,78.32,80.5
Ses01F_impro03,Ses01F_impro03_F016,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F016.wav,"He likes to keep tabs, you know.",hap,79.035,81.0875
Ses01F_impro03,Ses01F_impro03_M016,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M016.wav,How much did he win at the slot?,neu,80.7175,82.5225
Ses01F_impro03,Ses01F_impro03_F017,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F017.wav,"Uh, I think seven hundred and fifty dollars.",neu,82.0975,85.08
Ses01F_impro03,Ses01F_impro03_F018,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F018.wav,Penny slots. That's what he plays.,neu,85.1,88.0225
Ses01F_impro03,Ses01F_impro03_F019,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F019.wav,Yeah.,neu,88.08,89.5
Ses01F_impro03,Ses01F_impro03_M019,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M019.wav,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neu,89.12,93.91
Ses01F_impro03,Ses01F_impro03_F021,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F021.wav,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,hap,92.75,98.21
Ses01F_impro03,Ses01F_impro03_M020,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M020.wav,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neu,97.03,101.65
Ses01F_impro03,Ses01F_impro03_F022,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F022.wav,Fifty bucks. Mmhmm.,neu,99.7775,102.03
Ses01F_impro03,Ses01F_impro03_M021,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M021.wav,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neu,101.67,104.35
Ses01F_impro03,Ses01F_impro03_F023,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F023.wav,Yeah.,neu,102.62,103.4625
Ses01F_impro03,Ses01F_impro03_F024,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F024.wav,Well so now we're married. We have cat children.,hap,103.78,108.1825
Ses01F_impro03,Ses01F_impro03_M022,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M022.wav,Awesome.,exc,105.29,106.95
Ses01F_impro03,Ses01F_impro03_M023,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M023.wav,[LAUGHTER] Cat babies.,hap,107.71,111.4
Ses01F_impro03,Ses01F_impro03_F025,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F025.wav,"We renamed Brenda, Lumber Janet.",hap,110.23,114.16
Ses01F_impro03,Ses01F_impro03_F026,Ses01F,1,female,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F026.wav,She needs a new name each state that we go into. [LAUGHTER],hap,114.19,120.2
Ses01F_impro03,Ses01F_impro03_M024,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M024.wav,That's fair enough.,neu,117.36,119.58
Ses01F_impro04,Ses01F_impro04_M000,Ses01M,1,male,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M000.wav,"Have you tried, uh, Craig's List?",neu,2.7418,6.6575
