uttr_id,dialog_id,speaker,audio_path,transcript,emotion,start_time,end_time,utt_index
dia1_utt0,train_dia1,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt0.mp4,But then who? The waitress I went out with last month?,surprise,2200.364,2202.824,0
dia1_utt1,train_dia1,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt1.mp4,You know? Forget it!,sadness,2204.368,2206.578,1
dia1_utt2,train_dia1,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt2.mp4,"No-no-no-no, no! Who, who were you talking about?",surprise,2204.368,2209.122,2
dia1_utt3,train_dia1,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt3.mp4,"No, I-I-I-I don't, I actually don't know",fear,2209.29,2211.791,3
dia1_utt4,train_dia1,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt4.mp4,Ok!,neutral,2212.376,2213.543,4
dia1_utt5,train_dia1,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt5.mp4,"All right, well...",neutral,2213.545,2215.0,5
dia1_utt8,train_dia1,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1_utt8.mp4,"Yeah, sure!",neutral,2219.425,2221.439,8
dia10_utt0,train_dia10,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt0.mp4,Nobody!,anger,717.091,718.551,0
dia10_utt1,train_dia10,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt1.mp4,Nobody respects the bucket!,anger,718.551,719.947,1
dia10_utt2,train_dia10,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt2.mp4,You wouldn't believe what people put in here!,anger,720.553,722.721,2
dia10_utt3,train_dia10,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt3.mp4,Look!,anger,722.888,724.597,3
dia10_utt4,train_dia10,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt4.mp4,"Okay, does this look like a garbage can to you?",anger,722.888,727.016,4
dia10_utt5,train_dia10,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia10_utt5.mp4,No.,neutral,724.765,727.016,5
dia100_utt0,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt0.mp4,"Th-th-that's all it is, a third nipple.",neutral,330.246,332.122,0
dia100_utt1,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt1.mp4,Just your run-of-the-mill third nipple.,neutral,332.29,335.91700000000003,1
dia100_utt2,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt2.mp4,You can take it off.,neutral,336.085,337.212,2
dia100_utt3,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt3.mp4,Just slice that baby right off!,fear,337.212,339.696,3
dia100_utt4,train_dia100,Dr. Rhodes,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt4.mp4,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",neutral,339.797,347.304,4
dia100_utt5,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt5.mp4,Just showing you my run-of-the-mill-slice-it-right-off third nipple.,neutral,348.181,352.726,5
dia100_utt6,train_dia100,Dr. Rhodes,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt6.mp4,Well that's not a third nipple.,neutral,352.894,355.729,6
dia100_utt7,train_dia100,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia100_utt7.mp4,No?,surprise,354.0,355.729,7
dia1000_utt0,train_dia1000,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1000_utt0.mp4,Would you look at this dump? He hated us. This is his final revenge!,disgust,405.78,409.783,0
dia1000_utt1,train_dia1000,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1000_utt1.mp4,Have you ever seen so much crap?,disgust,410.034,412.28499999999997,1
dia1000_utt2,train_dia1000,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1000_utt2.mp4,"Actually, I think this apartment sullies the good name of crap",anger,412.537,416.123,2
dia1000_utt3,train_dia1000,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1000_utt3.mp4,Check this out. Can I have this?,neutral,417.125,422.254,3
dia1001_utt0,train_dia1001,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt0.mp4,What?,neutral,294.544,295.627,0
dia1001_utt1,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt1.mp4,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",neutral,295.837,301.008,1
dia1001_utt2,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt2.mp4,"All of a sudden, Leon, the manager, calls me into his office.",neutral,301.884,304.97,2
dia1001_utt3,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt3.mp4,"It turns out they fired the head lunch chef, and guess who got the job.",joy,305.221,308.181,3
dia1001_utt4,train_dia1001,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt4.mp4,"If it's not you, this is a horrible story.",sadness,308.433,311.184,4
dia1001_utt5,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt5.mp4,"Fortunately, it is me.",joy,312.603,314.73,5
dia1001_utt6,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt6.mp4,"And, they made me head of purchasing, thank you very much.",joy,314.897,317.735,6
dia1001_utt7,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt7.mp4,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",joy,319.694,322.612,7
dia1001_utt8,train_dia1001,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt8.mp4,"Y'know, someplace nice.",neutral,322.822,323.782,8
dia1001_utt9,train_dia1001,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt9.mp4,"Yeah, someplace nice.",neutral,323.782,323.919,9
dia1001_utt10,train_dia1001,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt10.mp4,Yeah!,joy,330.371,331.872,10
dia1001_utt11,train_dia1001,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1001_utt11.mp4,How much do you think I can get for my kidney?,neutral,332.248,334.83299999999997,11
dia1002_utt0,train_dia1002,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt0.mp4,"So, what do you think?",neutral,854.465,856.354,0
dia1002_utt1,train_dia1002,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt1.mp4,I think It's the most beautiful table I've ever seen.,joy,856.522,858.773,1
dia1002_utt2,train_dia1002,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt2.mp4,I know!,joy,858.941,860.4,2
dia1002_utt3,train_dia1002,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt3.mp4,"So how does this work, you going to balance the plates on these little guys' heads?",neutral,860.568,863.611,3
dia1002_utt4,train_dia1002,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt4.mp4,"Who cares, we'll eat at the sink! Come on, let's play!",joy,863.779,866.197,4
dia1002_utt5,train_dia1002,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1002_utt5.mp4,Heads up Ross!  Score!  You suck!,joy,868.617,872.662,5
dia1003_utt0,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt0.mp4,Thank you. Just make yourself comfortable.,neutral,716.215,720.427,0
dia1003_utt1,train_dia1003,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt1.mp4,Gotcha.,neutral,721.429,722.595,1
dia1003_utt2,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt2.mp4,This place is really my Grandmothers.,neutral,725.307,728.351,2
dia1003_utt3,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt3.mp4,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",neutral,731.564,736.484,3
dia1003_utt4,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt4.mp4,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",neutral,740.74,746.494,4
dia1003_utt5,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt5.mp4,So are you thirsty?,neutral,742.742,746.494,5
dia1003_utt6,train_dia1003,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt6.mp4,"Oh, you bet I am!",joy,746.746,748.83,6
dia1003_utt7,train_dia1003,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1003_utt7.mp4,"Okay, heres your penis!",surprise,750.166,752.9590000000001,7
dia1004_utt0,train_dia1004,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1004_utt0.mp4,"Ohh, okay.",neutral,540.164,541.998,0
dia1004_utt1,train_dia1004,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1004_utt1.mp4,"Oh my God, what a great surprise! This is such a beautiful house.",joy,555.846,559.724,1
dia1004_utt2,train_dia1004,Paul,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1004_utt2.mp4,"Thank you, its my moms. So this is the kitchen.",neutral,559.892,563.812,2
dia1005_utt0,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt0.mp4,"Hey, ready for dinner?",neutral,884.174,885.717,0
dia1005_utt1,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt1.mp4,"Ooh, absolutely!",joy,885.926,887.927,1
dia1005_utt2,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt2.mp4,Great! How about you wanted to go the Italian place down on Bleaker Street right?,joy,885.926,890.388,2
dia1005_utt3,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt3.mp4,"Ooh, I love that place!  So, no.",neutral,890.556,892.265,3
dia1005_utt4,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt4.mp4,How about Mama Lisettie's?,neutral,895.477,896.519,4
dia1005_utt5,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt5.mp4,Enh. Sure!,neutral,898.063,899.856,5
dia1005_utt6,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt6.mp4,I wonder how long that milk  has been setting out.,disgust,900.482,903.318,6
dia1005_utt7,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt7.mp4,"Oh, no-no, this place is totally healthy!",neutral,903.944,906.154,7
dia1005_utt8,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt8.mp4,Thatthis milk is mine.,neutral,906.405,908.948,8
dia1005_utt9,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt9.mp4,"I bought this today, 'cause I was thirsty for milk, y'know.",neutral,906.405,912.285,9
dia1005_utt10,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt10.mp4,"Okay, let's go!",joy,916.373,918.499,10
dia1005_utt11,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt11.mp4,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",anger,921.045,927.675,11
dia1005_utt12,train_dia1005,Gunther,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt12.mp4,But then I'd have to go all the way around the dry cleaner place.,neutral,927.885,930.178,12
dia1005_utt13,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt13.mp4,"Oh, so you're saying you'd choose convenience over health?!",disgust,930.387,933.097,13
dia1005_utt14,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt14.mp4,"Okay, stop!",anger,933.599,935.85,14
dia1005_utt15,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt15.mp4,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",neutral,936.018,941.606,15
dia1005_utt16,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt16.mp4,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",anger,941.815,948.404,16
dia1005_utt17,train_dia1005,Larry,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt17.mp4,"Well, I suppose I could give him a warning.",neutral,949.406,952.325,17
dia1005_utt18,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt18.mp4,Thank you.,joy,952.493,954.16,18
dia1005_utt19,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt19.mp4,Go!,neutral,954.954,955.766,19
dia1005_utt20,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt20.mp4,Go!,anger,955.766,957.472,20
dia1005_utt21,train_dia1005,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1005_utt21.mp4,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",disgust,959.917,965.713,21
dia1006_utt0,train_dia1006,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt0.mp4,"No! No! Phoebe, come on! I dont want to switch! Please come on! I can throw wet paper towels here!",sadness,1182.389,1187.31,0
dia1006_utt1,train_dia1006,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt1.mp4,No but at Monicas you can eat cookies over the sink!,joy,1187.477,1191.522,1
dia1006_utt2,train_dia1006,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt2.mp4,I know. Im sorry.,sadness,1192.649,1195.193,2
dia1006_utt3,train_dia1006,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt3.mp4,All right fine! This looks like so much fun.,neutral,1195.944,1200.656,3
dia1006_utt4,train_dia1006,Joey,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt4.mp4,Yeah.,neutral,1198.238,1200.656,4
dia1006_utt5,train_dia1006,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1006_utt5.mp4,"God, what a mess.",neutral,1200.824,1203.159,5
dia1007_utt0,train_dia1007,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt0.mp4,"Tell us what happened, Brown Bird Ross.",neutral,1108.816,1111.567,0
dia1007_utt1,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt1.mp4,"Well, I lost.",sadness,1112.903,1114.07,1
dia1007_utt2,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt2.mp4,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.",sadness,1114.238,1122.245,2
dia1007_utt3,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt3.mp4,"Nimitz, and sold over 2,000 boxes.",anger,1117.366,1122.245,3
dia1007_utt4,train_dia1007,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt4.mp4,Hey! Howd the interview go?,joy,1124.248,1127.416,4
dia1007_utt5,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt5.mp4,"Oh, I blew it. I wouldnt of even hired me.",sadness,1124.248,1129.71,5
dia1007_utt6,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt6.mp4,"Oh, come here sweetie, listen, youre gonna go on like a thousand interviews before you get a job.",sadness,1129.878,1138.511,6
dia1007_utt7,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt7.mp4,Thats not how that was supposed to come out.,sadness,1142.391,1145.434,7
dia1007_utt8,train_dia1007,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt8.mp4,This is the worst Christmas ever.,sadness,1145.602,1148.062,8
dia1007_utt9,train_dia1007,Chandler,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt9.mp4,"Y'know what Rach, maybe you should just, y'know stay here at the coffee house.",neutral,1148.23,1151.399,9
dia1007_utt10,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt10.mp4,I cant!,anger,1151.567,1153.361,10
dia1007_utt11,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt11.mp4,Its too late!,anger,1153.361,1155.614,11
dia1007_utt12,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt12.mp4,Terry already hired that girl over there.,sadness,1155.614,1155.762,12
dia1007_utt13,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt13.mp4,"Look at her, shes even got waitress experience.",sadness,1155.821,1160.366,13
dia1007_utt14,train_dia1007,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt14.mp4,Last night she was teaching everybody how to make napkin....  swans.,sadness,1160.534,1169.333,14
dia1007_utt15,train_dia1007,Ross,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1007_utt15.mp4,That word was swans.,neutral,1171.253,1172.753,15
dia1008_utt0,train_dia1008,Fireman No. 1,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt0.mp4,What do we got there?,surprise,980.729,982.188,0
dia1008_utt1,train_dia1008,Fireman No. 2,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt1.mp4,"A piece of something: boxer shorts, greeting cards, and what looks like a half-charred pictureWow, that guy's hairier than the Chief!",surprise,983.357,994.534,1
dia1008_utt2,train_dia1008,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt2.mp4,"You know, it's a really funny story how this happened.",joy,998.163,1001.499,2
dia1008_utt3,train_dia1008,Fireman No. 3,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt3.mp4,It's all right.,neutral,1001.75,1002.543,3
dia1008_utt4,train_dia1008,Fireman No. 3,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt4.mp4,It's all right.,neutral,1002.543,1002.885,4
dia1008_utt5,train_dia1008,Fireman No. 3,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt5.mp4,You don't have to explain.,neutral,1002.885,1003.611,5
dia1008_utt6,train_dia1008,Fireman No. 3,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt6.mp4,This isn't the first boyfriend bonfire that we've seen get out of control.,neutral,1003.711,1006.838,6
dia1008_utt7,train_dia1008,Fireman No. 1,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt7.mp4,You're our third call tonight.,neutral,1009.55,1010.902,7
dia1008_utt8,train_dia1008,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt8.mp4,Really?,surprise,1010.902,1011.898,8
dia1008_utt9,train_dia1008,Fireman No. 2,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1008_utt9.mp4,"Oh, sure, Valentine's is our busiest night of the year.",neutral,1012.094,1015.179,9
dia1009_utt0,train_dia1009,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1009_utt0.mp4,"I'm so sorry, you guys. I didn't mean to bring you down.",sadness,831.121,836.2090000000001,0
dia1009_utt1,train_dia1009,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1009_utt1.mp4,"No, you were right. I don't have a plan.",neutral,836.377,841.714,1
dia1009_utt2,train_dia1009,Rachel,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1009_utt2.mp4,Thank God. Food.,joy,845.094,847.011,2
dia1009_utt3,train_dia1009,Monica,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1009_utt3.mp4,Phoebe?,neutral,847.179,847.861,3
dia1009_utt4,train_dia1009,Phoebe,C:\Users\gagan\Documents\Dissertation\emotion-aware-ca\data\MELD.Raw\train_splits\dia1009_utt4.mp4,What?,neutral,847.861,849.441,4
